tv_raob,RADIOSONDE: Virtual temperature,(K)
qv_raob,RADIOSONDE: Specific humidity,(g/kg)
u_raob,RADIOSONDE: Zonal wind,(m/s)
v_raob,RADIOSONDE: Meridional wind, (m/s)
ps_raob,RADIOSONDE: Surface pressure,(hPa)
tv_acraft,AIRCRAFT: Virtual temperature,(K)
qv_acraft,AIRCRAFT: Specific humidity,(g/kg)
u_acraft,AIRCRAFT: Zonal wind,(m/s)
v_acraft,AIRCRAFT: Meridional wind,(m/s)
u_prof,PROFILER: Zonal wind,(m/s)
v_prof,PROFILER: Meridional wind,(m/s)
u_scat,SCATTEROMETER: Zonal wind,(m/s)
v_scat,SCATTEROMETER: Meridional wind,(m/s)
w_ssmi,SSMI: Wind speed,(m/s)
u_amv,ATMOS MOTION VECTORS: Zonal wind,(m/s)
v_amv,ATMOS MOTION VECTORS: Meridional wind,(m/s)
sst_sea,SEA SURFACE: Sea surface temperature,(K)
tv_sea,SEA SURFACE: Virtual temperature,(K)
ps_sea,SEA SURFACE: Surface pressure,(hPA)
u_sea,SEA SURFACE: Zonal wind,(m/s)
v_sea,SEA SURFACE: Meridional wind,(m/s)
qv_sea,SEA SURFACE: Specific humidity,(g/kg)
ps_land,LAND SURFACE: Surface pressure,(hPA)
ps_paob,PAOB SURFACE: Synthetic surface pressure,(hPA)
tv_drift,Drifting Buoy: Virtual Temperature,(K)
tv_mls,MLS:           Virtual Temperature,(K)
u_drift,Drifting Buoy: Zonal wind,(m/s)
v_drift,Drifting Buoy: Meridional wind,(m/s)
ps_drift,Drifting Buoy: Surface Pressure,(hPa)
bang_gps,GPSRO Bending Angle,(degree)
tv_raob_omf,RADIOSONDE: Virtual temperature (mean O-minus-F),(K)
qv_raob_omf,RADIOSONDE: Specific humidity (mean O-minus-F),(g/kg)
u_raob_omf,RADIOSONDE: Zonal wind (mean O-minus-F),(m/s)
v_raob_omf,RADIOSONDE: Meridional wind (mean O-minus-F),(m/s)
ps_raob_omf,RADIOSONDE: Surface pressure (mean O-minus-F),(hPa)
tv_acraft_omf,AIRCRAFT: Virtual temperature (mean O-minus-F),(K)
qv_acraft_omf,AIRCRAFT: Specific humidity (mean O-minus-F),(g/kg)
u_acraft_omf,AIRCRAFT: Zonal wind (mean O-minus-F),(m/s)
v_acraft_omf,AIRCRAFT: Meridional wind (mean O-minus-F),(m/s)
u_prof_omf,PROFILER: Zonal wind (mean O-minus-F),(m/s)
v_prof_omf,PROFILER: Meridional wind (mean O-minus-F),(m/s)
u_scat_omf,SCATTEROMETER: Zonal wind (mean O-minus-F),(m/s)
v_scat_omf,SCATTEROMETER: Meridional wind (mean O-minus-F),(m/s)
w_ssmi_omf,SSMI: Wind speed (mean O-minus-F),(m/s)
u_amv_omf,ATMOS MOTION VECTORS: Zonal wind (mean O-minus-F),(m/s)
v_amv_omf,ATMOS MOTION VECTORS: Meridional wind (mean O-minus-F),(m/s)
sst_sea_omf,SEA SURFACE: Sea surface temperature (mean O-minus-F),(K)
tv_sea_omf,SEA SURFACE: Virtual temperature (mean O-minus-F),(K)
ps_sea_omf,SEA SURFACE: Surface pressure (mean O-minus-F),(hPA)
u_sea_omf,SEA SURFACE: Zonal wind (mean O-minus-F),(m/s)
v_sea_omf,SEA SURFACE: Meridional wind (mean O-minus-F),(m/s)
qv_sea_omf,SEA SURFACE: Specific humidity (mean O-minus-F),(g/kg)
ps_land_omf,LAND SURFACE: Surface pressure (mean O-minus-F),(hPA)
ps_paob_omf,PAOB SURFACE: Synthetic surface pressure (mean O-minus-F),(hPA)
tv_drift_omf,Drifting Buoy: Virtual Temperature (mean O-minus-F),(K)
tv_mls_omf,MLS: Virtual Temperature (mean O-minus-F),(K)
u_drift_omf,Drifting Buoy: Zonal wind (mean O-minus-F),(m/s)
v_drift_omf,Drifting Buoy: Meridional wind (mean O-minus-F),(m/s)
ps_drift_omf,Drifting Buoy: Surface Pressure (mean O-minus-F),(hPa)
bang_gps_omf,GPSRO Bending Angle (mean O-minus-F),(degree)
tv_raob_oma,RADIOSONDE: Virtual temperature (mean O-minus-A),(K)
qv_raob_oma,RADIOSONDE: Specific humidity (mean O-minus-A),(g/kg)
u_raob_oma,RADIOSONDE: Zonal wind (mean O-minus-A),(m/s)
v_raob_oma,RADIOSONDE: Meridional wind (mean O-minus-A),(m/s)
ps_raob_oma,RADIOSONDE: Surface pressure (mean O-minus-A),(hPa)
tv_acraft_oma,AIRCRAFT: Virtual temperature (mean O-minus-A),(K)
qv_acraft_oma,AIRCRAFT: Specific humidity (mean O-minus-A),(g/kg)
u_acraft_oma,AIRCRAFT: Zonal wind (mean O-minus-A),(m/s)
v_acraft_oma,AIRCRAFT: Meridional wind (mean O-minus-A),(m/s)
u_prof_oma,PROFILER: Zonal wind (mean O-minus-A),(m/s)
v_prof_oma,PROFILER: Meridional wind (mean O-minus-A),(m/s)
u_scat_oma,SCATTEROMETER: Zonal wind (mean O-minus-A),(m/s)
v_scat_oma,SCATTEROMETER: Meridional wind (mean O-minus-A),(m/s)
w_ssmi_oma,SSMI: Wind speed (mean O-minus-A),(m/s)
u_amv_oma,ATMOS MOTION VECTORS: Zonal wind (mean O-minus-A),(m/s)
v_amv_oma,ATMOS MOTION VECTORS: Meridional wind (mean O-minus-A),(m/s)
sst_sea_oma,SEA SURFACE: Sea surface temperature (mean O-minus-A),(K)
tv_sea_oma,SEA SURFACE: Virtual temperature (mean O-minus-A),(K)
ps_sea_oma,SEA SURFACE: Surface pressure (mean O-minus-A),(hPA)
u_sea_oma,SEA SURFACE: Zonal wind (mean O-minus-A),(m/s)
v_sea_oma,SEA SURFACE: Meridional wind (mean O-minus-A),(m/s)
qv_sea_oma,SEA SURFACE: Specific humidity (mean O-minus-A),(g/kg)
ps_land_oma,LAND SURFACE: Surface pressure (mean O-minus-A),(hPA)
ps_paob_oma,PAOB SURFACE: Synthetic surface pressure (mean O-minus-A),(hPA)
tv_drift_oma,Drifting Buoy: Virtual Temperature (mean O-minus-A),(K)
tv_mls_oma,MLS: Virtual Temperature (mean O-minus-A),(K)
u_drift_oma,Drifting Buoy: Zonal wind (mean O-minus-A),(m/s)
v_drift_oma,Drifting Buoy: Meridional wind (mean O-minus-A),(m/s)
ps_drift_oma,Drifting Buoy: Surface Pressure (mean O-minus-A),(hPa)
bang_gps_oma,GPSRO Bending Angle (mean O-minus-A),(degree)
tv_raob_rms,RADIOSONDE: Virtual temperature (RMS),(K)
qv_raob_rms,RADIOSONDE: Specific humidity (RMS),(g/kg)
u_raob_rms,RADIOSONDE: Zonal wind (RMS),(m/s)
v_raob_rms,RADIOSONDE: Meridional wind (RMS),(m/s)
ps_raob_rms,RADIOSONDE: Surface pressure (RMS),(hPa)
tv_acraft_rms,AIRCRAFT: Virtual temperature (RMS),(K)
qv_acraft_rms,AIRCRAFT: Specific humidity (RMS),(g/kg)
u_acraft_rms,AIRCRAFT: Zonal wind (RMS),(m/s)
v_acraft_rms,AIRCRAFT: Meridional wind (RMS),(m/s)
u_prof_rms,PROFILER: Zonal wind (RMS),(m/s)
v_prof_rms,PROFILER: Meridional wind (RMS),(m/s)
u_scat_rms,SCATTEROMETER: Zonal wind (RMS),(m/s)
v_scat_rms,SCATTEROMETER: Meridional wind (RMS),(m/s)
w_ssmi_rms,SSMI: Wind speed (RMS),(m/s)
u_amv_rms,ATMOS MOTION VECTORS: Zonal wind (RMS),(m/s)
v_amv_rms,ATMOS MOTION VECTORS: Meridional wind (RMS),(m/s)
sst_sea_rms,SEA SURFACE: Sea surface temperature (RMS),(K)
tv_sea_rms,SEA SURFACE: Virtual temperature (RMS),(K)
ps_sea_rms,SEA SURFACE: Surface pressure (RMS),(hPA)
u_sea_rms,SEA SURFACE: Zonal wind (RMS),(m/s)
v_sea_rms,SEA SURFACE: Meridional wind (RMS),(m/s)
qv_sea_rms,SEA SURFACE: Specific humidity (RMS),(g/kg)
ps_land_rms,LAND SURFACE: Surface pressure (RMS),(hPA)
ps_paob_rms,PAOB SURFACE: Synthetic surface pressure (RMS),(hPA)
tv_drift_rms,Drifting Buoy: Virtual Temperature (RMS),(K)
tv_mls_rms,MLS: Virtual Temperature (RMS),(K)
u_drift_rms,Drifting Buoy: Zonal wind (RMS),(m/s)
v_drift_rms,Drifting Buoy: Meridional wind (RMS),(m/s)
ps_drift_rms,Drifting Buoy: Surface Pressure (RMS),(hPa)
bang_gps_rms,GPSRO Bending Angle (RMS),(degree)
tv_raob_rms_omf,RADIOSONDE: Virtual temperature (RMS of O-minus-F),(K)
qv_raob_rms_omf,RADIOSONDE: Specific humidity (RMS of O-minus-F),(g/kg)
u_raob_rms_omf,RADIOSONDE: Zonal wind (RMS of O-minus-F),(m/s)
v_raob_rms_omf,RADIOSONDE: Meridional wind (RMS of O-minus-F),(m/s)
ps_raob_rms_omf,RADIOSONDE: Surface pressure (RMS of O-minus-F),(hPa)
tv_acraft_rms_omf,AIRCRAFT: Virtual temperature (RMS of O-minus-F),(K)
qv_acraft_rms_omf,AIRCRAFT: Specific humidity (RMS of O-minus-F),(g/kg)
u_acraft_rms_omf,AIRCRAFT: Zonal wind (RMS of O-minus-F),(m/s)
v_acraft_rms_omf,AIRCRAFT: Meridional wind (RMS of O-minus-F),(m/s)
u_prof_rms_omf,PROFILER: Zonal wind (RMS of O-minus-F),(m/s)
v_prof_rms_omf,PROFILER: Meridional wind (RMS of O-minus-F),(m/s)
u_scat_rms_omf,SCATTEROMETER: Zonal wind (RMS of O-minus-F),(m/s)
v_scat_rms_omf,SCATTEROMETER: Meridional wind (RMS of O-minus-F),(m/s)
w_ssmi_rms_omf,SSMI: Wind speed (RMS of O-minus-F),(m/s)
u_amv_rms_omf,ATMOS MOTION VECTORS: Zonal wind (RMS of O-minus-F),(m/s)
v_amv_rms_omf,ATMOS MOTION VECTORS: Meridional wind (RMS of O-minus-F),(m/s)
sst_sea_rms_omf,SEA SURFACE: Sea surface temperature (RMS of O-minus-F),(K)
tv_sea_rms_omf,SEA SURFACE: Virtual temperature (RMS of O-minus-F),(K)
ps_sea_rms_omf,SEA SURFACE: Surface pressure (RMS of O-minus-F),(hPA)
u_sea_rms_omf,SEA SURFACE: Zonal wind (RMS of O-minus-F),(m/s)
v_sea_rms_omf,SEA SURFACE: Meridional wind (RMS of O-minus-F),(m/s)
qv_sea_rms_omf,SEA SURFACE: Specific humidity (RMS of O-minus-F),(g/kg)
ps_land_rms_omf,LAND SURFACE: Surface pressure (RMS of O-minus-F),(hPA)
ps_paob_rms_omf,PAOB SURFACE: Synthetic surface pressure (RMS of O-minus-F),(hPA)
tv_drift_rms_omf,Drifting Buoy: Virtual Temperature (RMS of O-minus-F),(K)
tv_mls_rms_omf,MLS: Virtual Temperature (RMS of O-minus-F),(K)
u_drift_rms_omf,Drifting Buoy: Zonal wind (RMS of O-minus-F),(m/s)
v_drift_rms_omf,Drifting Buoy: Meridional wind (RMS of O-minus-F),(m/s)
ps_drift_rms_omf,Drifting Buoy: Surface Pressure (RMS of O-minus-F),(hPa)
bang_gps_rms_omf,GPSRO Bending Angle (RMS of O-minus-F),(degree)
tv_raob_rms_oma,RADIOSONDE: Virtual temperature (RMS of O-minus-A),(K)
qv_raob_rms_oma,RADIOSONDE: Specific humidity (RMS of O-minus-A),(g/kg)
u_raob_rms_oma,RADIOSONDE: Zonal wind (RMS of O-minus-A),(m/s)
v_raob_rms_oma,RADIOSONDE: Meridional wind (RMS of O-minus-A),(m/s)
ps_raob_rms_oma,RADIOSONDE: Surface pressure (RMS of O-minus-A),(hPa)
tv_acraft_rms_oma,AIRCRAFT: Virtual temperature (RMS of O-minus-A),(K)
qv_acraft_rms_oma,AIRCRAFT: Specific humidity (RMS of O-minus-A),(g/kg)
u_acraft_rms_oma,AIRCRAFT: Zonal wind (RMS of O-minus-A),(m/s)
v_acraft_rms_oma,AIRCRAFT: Meridional wind (RMS of O-minus-A),(m/s)
u_prof_rms_oma,PROFILER: Zonal wind (RMS of O-minus-A),(m/s)
v_prof_rms_oma,PROFILER: Meridional wind (RMS of O-minus-A),(m/s)
u_scat_rms_oma,SCATTEROMETER: Zonal wind (RMS of O-minus-A),(m/s)
v_scat_rms_oma,SCATTEROMETER: Meridional wind (RMS of O-minus-A),(m/s)
w_ssmi_rms_oma,SSMI: Wind speed (RMS of O-minus-A),(m/s)
u_amv_rms_oma,ATMOS MOTION VECTORS: Zonal wind (RMS of O-minus-A),(m/s)
v_amv_rms_oma,ATMOS MOTION VECTORS: Meridional wind (RMS of O-minus-A),(m/s)
sst_sea_rms_oma,SEA SURFACE: Sea surface temperature (RMS of O-minus-A),(K)
tv_sea_rms_oma,SEA SURFACE: Virtual temperature (RMS of O-minus-A),(K)
ps_sea_rms_oma,SEA SURFACE: Surface pressure (RMS of O-minus-A),(hPA)
u_sea_rms_oma,SEA SURFACE: Zonal wind (RMS of O-minus-A),(m/s)
v_sea_rms_oma,SEA SURFACE: Meridional wind (RMS of O-minus-A),(m/s)
qv_sea_rms_oma,SEA SURFACE: Specific humidity (RMS of O-minus-A),(g/kg)
ps_land_rms_oma,LAND SURFACE: Surface pressure (RMS of O-minus-A),(hPA)
ps_paob_rms_oma,PAOB SURFACE: Synthetic surface pressure (RMS of O-minus-A),(hPA)
tv_drift_rms_oma,Drifting Buoy: Virtual Temperature (RMS of O-minus-A),(K)
tv_mls_rms_oma,MLS: Virtual Temperature (RMS of O-minus-A),(K)
u_drift_rms_oma,Drifting Buoy: Zonal wind (RMS of O-minus-A),(m/s)
v_drift_rms_oma,Drifting Buoy: Meridional wind (RMS of O-minus-A),(m/s)
ps_drift_rms_oma,Drifting Buoy: Surface Pressure (RMS of O-minus-A),(hPa)
bang_gps_rms_oma,GPSRO Bending Angle (RMS of O-minus-A),(degree)
tv_raob_stdv:,RADIOSONDE: Virtual temperature (Square root of variance),(K) 
qv_raob_stdv:,RADIOSONDE: Specific humidity (Square root of variance),(g/kg) 
u_raob_stdv:,RADIOSONDE: Zonal wind (Square root of variance),(m/s) 
v_raob_stdv:,RADIOSONDE: Meridional wind (Square root of variance), (m/s) 
ps_raob_stdv:,RADIOSONDE: Surface pressure (Square root of variance),(hPa) 
tv_acraft_stdv:,AIRCRAFT: Virtual temperature (Square root of variance),(K) 
qv_acraft_stdv:,AIRCRAFT: Specific humidity (Square root of variance),(g/kg) 
u_acraft_stdv:,AIRCRAFT: Zonal wind (Square root of variance),(m/s) 
v_acraft_stdv:,AIRCRAFT: Meridional wind (Square root of variance),(m/s) 
u_prof_stdv:,PROFILER: Zonal wind (Square root of variance),(m/s) 
v_prof_stdv:,PROFILER: Meridional wind (Square root of variance),(m/s) 
u_scat_stdv:,SCATTEROMETER: Zonal wind (Square root of variance),(m/s) 
v_scat_stdv:,SCATTEROMETER: Meridional wind (Square root of variance),(m/s) 
w_ssmi_stdv:,SSMI: Wind speed (Square root of variance),(m/s) 
u_amv_stdv:,ATMOS MOTION VECTORS: Zonal wind (Square root of variance),(m/s) 
v_amv_stdv:,ATMOS MOTION VECTORS: Meridional wind (Square root of variance),(m/s) 
sst_sea_stdv:,SEA SURFACE: Sea surface temperature (Square root of variance),(K)
tv_sea_stdv:,SEA SURFACE: Virtual temperature (Square root of variance),(K) 
ps_sea_stdv:,SEA SURFACE: Surface pressure (Square root of variance),(hPA) 
u_sea_stdv:,SEA SURFACE: Zonal wind (Square root of variance),(m/s) 
v_sea_stdv:,SEA SURFACE: Meridional wind (Square root of variance),(m/s) 
qv_sea_stdv:,SEA SURFACE: Specific humidity (Square root of variance),(g/kg) 
ps_land_stdv:,LAND SURFACE: Surface pressure (Square root of variance),(hPA) 
ps_paob_stdv:,PAOB SURFACE: Synthetic surface pressure (Square root of variance),(hPA) 
tv_drift_stdv:,Drifting Buoy: Virtual Temperature (Square root of variance),(K) 
tv_mls_stdv:,MLS: Virtual Temperature (Square root of variance),(K) 
u_drift_stdv:,Drifting Buoy: Zonal wind (Square root of variance),(m/s) 
v_drift_stdv:,Drifting Buoy: Meridional wind (Square root of variance),(m/s) 
ps_drift_stdv:,Drifting Buoy: Surface Pressure (Square root of variance), (hPa) 
bang_gps_stdv:,GPSRO Bending Angle (Square root of variance), (degree)
tv_raob_stdv_omf:,RADIOSONDE: Virtual temperature (Square root of variance of O-minus-F),(K) 
qv_raob_stdv_omf:,RADIOSONDE: Specific humidity (Square root of variance of O-minus-F),(g/kg) 
u_raob_stdv_omf:,RADIOSONDE: Zonal wind (Square root of variance of O-minus-F), (m/s) 
v_raob_stdv_omf:,RADIOSONDE: Meridional wind (Square root of variance of O-minus-F),(m/s) 
ps_raob_stdv_omf:,RADIOSONDE: Surface pressure (Square root of variance of O-minus-F),(hPa) 
tv_acraft_stdv_omf:,AIRCRAFT: Virtual temperature (Square root of variance of O-minus-F),(K) 
qv_acraft_stdv_omf:,AIRCRAFT: Specific humidity (Square root of variance of O-minus-F),(g/kg) 
u_acraft_stdv_omf:,AIRCRAFT: Zonal wind (Square root of variance of O-minus-F),(m/s) 
v_acraft_stdv_omf:,AIRCRAFT: Meridional wind (Square root of variance of O-minus-F),(m/s) 
u_prof_stdv_omf:,PROFILER: Zonal wind (Square root of variance of O-minus-F),(m/s) 
v_prof_stdv_omf:,PROFILER: Meridional wind (Square root of variance of O-minus-F),(m/s) 
u_scat_stdv_omf:,SCATTEROMETER: Zonal wind (Square root of variance of O-minus-F),(m/s) 
v_scat_stdv_omf:,SCATTEROMETER: Meridional wind (Square root of variance of O-minus-F),(m/s) 
w_ssmi_stdv_omf:,SSMI: Wind speed (Square root of variance of O-minus-F),(m/s) 
u_amv_stdv_omf:,ATMOS MOTION VECTORS: Zonal wind (Square root of variance of O-minus-F),(m/s) 
v_amv_stdv_omf:,ATMOS MOTION VECTORS: Meridional wind (Square root of variance of O-minus-F),(m/s) 
sst_sea_stdv_omf:,SEA SURFACE: Sea surface temperature (Square root of variance of O-minus-F),(K) 
tv_sea_stdv_omf:,SEA SURFACE: Virtual temperature (Square root of variance of O-minus-F),(K) 
ps_sea_stdv_omf:,SEA SURFACE: Surface pressure (Square root of variance of O-minus-F),(hPA) 
u_sea_stdv_omf:,SEA SURFACE: Zonal wind (Square root of variance of O-minus-F),(m/s) 
v_sea_stdv_omf:,SEA SURFACE: Meridional wind (Square root of variance of O-minus-F),(m/s)
qv_sea_stdv_omf:,SEA SURFACE: Specific humidity (Square root of variance of O-minus-F),(g/k) 
ps_land_stdv_omf:,LAND SURFACE: Surface pressure (Square root of variance of O-minus-F),(hPA) 
ps_paob_stdv_omf:,PAOB SURFACE: Synthetic surface pressure (Square root of variance of O-minus-F),(hPA) 
tv_drift_stdv_omf:,Drifting Buoy: Virtual Temperature (Square root of variance of O-minus-F),(K) 
tv_mls_stdv_omf:,MLS: Virtual Temperature (Square root of variance of O-minus-F),(K)
u_drift_stdv_omf:,Drifting Buoy: Zonal wind (Square root of variance of O-minus-F),(m/s)
v_drift_stdv_omf:,Drifting Buoy: Meridional wind (Square root of variance of O-minus-F),(m/s) 
ps_drift_stdv_omf:,Drifting Buoy: Surface Pressure (Square root of variance of O-minus-F), (hPa) 
bang_gps_stdv_omf:,GPSRO Bending Angle (Square root of variance of O-minus-F),(degree) 
tv_raob_stdv_oma:,RADIOSONDE: Virtual temperature (Square root of variance of O-minus-A),(K) 
qv_raob_stdv_oma:,RADIOSONDE: Specific humidity (Square root of variance of O-minus-A),(g/kg) 
u_raob_stdv_oma:,RADIOSONDE: Zonal wind (Square root of variance of O-minus-A), (m/s) 
v_raob_stdv_oma:,RADIOSONDE: Meridional wind (Square root of variance of O-minus-A), (m/s) 
ps_raob_stdv_oma:,RADIOSONDE: Surface pressure (Square root of variance of O-minus-A),(hPa) 
tv_acraft_stdv_oma:,AIRCRAFT: Virtual temperature (Square root of variance of O-minus-A),(K) 
qv_acraft_stdv_oma:,AIRCRAFT: Specific humidity (Square root of variance of O-minus-A),(g/kg) 
u_acraft_stdv_oma:,AIRCRAFT: Zonal wind (Square root of variance of O-minus-A),(m/s) 
v_acraft_stdv_oma:,AIRCRAFT: Meridional wind (Square root of variance of O-minus-A),(m/s) 
u_prof_stdv_oma:,PROFILER: Zonal wind (Square root of variance of O-minus-A),(m/s] 
v_prof_stdv_oma:,PROFILER: Meridional wind (Square root of variance of O-minus-A),(m/s) 
u_scat_stdv_oma:,SCATTEROMETER: Zonal wind (Square root of variance of O-minus-A),(m/s) 
v_scat_stdv_oma:,SCATTEROMETER: Meridional wind (Square root of variance of O-minus-A),(m/s) 
w_ssmi_stdv_oma:,SSMI: Wind speed (Square root of variance of O-minus-A),(m/s) 
u_amv_stdv_oma:,ATMOS MOTION VECTORS: Zonal wind (Square root of variance of O-minus-A),(m/s) 
v_amv_stdv_oma:,ATMOS MOTION VECTORS: Meridional wind (Square root of variance of O-minus-A),(m/s) 
sst_sea_stdv_oma:,SEA SURFACE: Sea surface temperature (Square root of variance of O-minus-A),(K) 
tv_sea_stdv_oma:,SEA SURFACE: Virtual temperature (Square root of variance of O-minus-A),(K) 
ps_sea_stdv_oma:,SEA SURFACE: Surface pressure (Square root of variance of O-minus-A),(hPA) 
u_sea_stdv_oma:,SEA SURFACE: Zonal wind (Square root of variance of O-minus-A),(m/s) 
v_sea_stdv_oma:,SEA SURFACE: Meridional wind (Square root of variance of O-minus-A),(m/s) 
qv_sea_stdv_oma:,SEA SURFACE: Specific humidity (Square root of variance of O-minus-A),(g/kg) 
ps_land_stdv_oma:,LAND SURFACE: Surface pressure (Square root of variance of O-minus-A),(hPA) 
ps_paob_stdv_oma:,PAOB SURFACE: Synthetic surface pressure (Square root of variance of O-minus-A),(hPA) 
tv_drift_stdv_oma:,Drifting Buoy: Virtual Temperature (Square root of variance of O-minus-A),(K) 
tv_mls_stdv_oma:,MLS: Virtual Temperature (Square root of variance of O-minus-A),(K) 
u_drift_stdv_oma:,Drifting Buoy: Zonal wind (Square root of variance of O-minus-A),(m/s) 
v_drift_stdv_oma:,Drifting Buoy: Meridional wind (Square root of variance of O-minus-A),(m/s) 
ps_drift_stdv_oma:,Drifting Buoy: Surface Pressure (Square root of variance of O-minus-A), (hPa) 
bang_gps_stdv_oma:,GPSRO Bending Angle (Square root of variance of O-minus-A),(degree) 
tv_raob_nobs,RADIOSONDE: Virtual temperature (number of observations),(count)
qv_raob_nobs,RADIOSONDE: Specific humidity (number of observations),(count)
u_raob_nobs,RADIOSONDE: Zonal wind (number of observations),(count)
v_raob_nobs,RADIOSONDE: Meridional wind (number of observations), (count)
ps_raob_nobs,RADIOSONDE: Surface pressure (number of observations),(count)
tv_acraft_nobs,AIRCRAFT: Virtual temperature (number of observations),(count)
qv_acraft_nobs,AIRCRAFT: Specific humidity (number of observations),(count)
u_acraft_nobs,AIRCRAFT: Zonal wind (number of observations),(count)
v_acraft_nobs,AIRCRAFT: Meridional wind (number of observations),(count)
u_prof_nobs,PROFILER: Zonal wind (number of observations),(count)
v_prof_nobs,PROFILER: Meridional wind (number of observations),(count)
u_scat_nobs,SCATTEROMETER: Zonal wind (number of observations),(count)
v_scat_nobs,SCATTEROMETER: Meridional wind (number of observations),(count)
w_ssmi_nobs,SSMI: Wind speed (number of observations),(count)
u_amv_nobs,ATMOS MOTION VECTORS: Zonal wind (number of observations),(count)
v_amv_nobs,ATMOS MOTION VECTORS: Meridional wind (number of observations),(count)
sst_sea_nobs,SEA SURFACE: Sea surface temperature (number of observations),(count)
tv_sea_nobs,SEA SURFACE: Virtual temperature (number of observations),(count)
ps_sea_nobs,SEA SURFACE: Surface pressure (number of observations),(count)
u_sea_nobs,SEA SURFACE: Zonal wind (number of observations),(count)
v_sea_nobs,SEA SURFACE: Meridional wind (number of observations),(count)
qv_sea_nobs,SEA SURFACE: Specific humidity (number of observations),(count)
ps_land_nobs,LAND SURFACE: Surface pressure (number of observations),(count)
ps_paob_nobs,PAOB SURFACE: Synthetic surface pressure (number of observations),(count)
tv_drift_nobs,Drifting Buoy: Virtual Temperature (number of observations),(count)
tv_mls_nobs,MLS: Virtual Temperature (number of observations),(count)
u_drift_nobs,Drifting Buoy: Zonal wind (number of observations),(count)
v_drift_nobs,Drifting Buoy: Meridional wind (number of observations),(count)
ps_drift_nobs,Drifting Buoy: Surface Pressure (number of observations),(count)
bang_gps_nobs,GPSRO Bending Angle (number of observations),(count)
